id_zone;geo_code
911172;11172
911173;11173
911174;11174
911175;11175
911176;11176
911177;11177
911178;11178
911179;11179
911180;11180
911181;11181
911182;11182
911183;11183
911184;11184
911185;11185
911186;11186
911187;11187
911188;11188
911189;11189
911190;11190
911191;11191
911192;11192
911193;11193
911194;11194
911195;11195
911196;11196
911197;11197
911198;11198
911199;11199
911200;11200
911201;11201
911202;11202
911203;11203
911204;11204
911205;11205
911206;11206
911207;11207
911208;11208
911209;11209
911210;11210
911211;11211
911212;11212
911213;11213
911214;11214
911215;11215
911216;11216
911217;11217
911218;11218
911219;11219
911220;11220
911221;11221
911222;11222
911223;11223
911224;11224
911225;11225
911226;11226
911227;11227
911228;11228
911229;11229
911230;11230
911231;11231
911232;11232
911233;11233
911234;11234
911235;11235
911236;11236
911238;11238
911239;11239
911240;11240
911241;11241
911242;11242
911243;11243
911244;11244
911245;11245
911246;11246
911247;11247
911248;11248
911249;11249
911250;11250
911251;11251
911252;11252
911253;11253
911254;11254
911255;11255
911256;11256
911257;11257
911258;11258
911259;11259
911260;11260
911261;11261
911262;11262
911263;11263
911264;11264
911265;11265
911266;11266
911267;11267
911268;11268
911269;11269
911270;11270
911271;11271
911272;11272
911273;11273
911274;11274
911275;11275
911276;11276
911277;11277
911278;11278
911279;11279
911280;11280
911281;11281
911282;11282
911283;11283
911284;11284
911285;11285
911286;11286
911287;11287
911288;11288
911289;11289
911290;11290
911291;11291
911292;11292
911293;11293
911294;11294
911295;11295
911296;11296
911297;11297
911298;11298
911299;11299
911300;11300
911301;11301
911302;11302
911303;11303
911304;11304
911305;11305
911306;11306
911307;11307
911308;11308
911309;11309
911310;11310
911311;11311
911312;11312
911313;11313
911314;11314
911315;11315
911316;11316
911317;11317
911318;11318
911319;11319
911320;11320
911321;11321
911322;11322
911323;11323
911324;11324
911325;11325
911326;11326
911327;11327
911328;11328
911329;11329
911330;11330
911331;11331
911332;11332
911333;11333
911334;11334
911335;11335
911336;11336
911337;11337
911338;11338
911339;11339
911340;11340
911341;11341
911342;11342
911343;11343
911344;11344
911345;11345
911346;11346
911347;11347
911348;11348
911350;11350
911351;11351
911352;11352
911353;11353
911354;11354
911355;11355
911356;11356
911357;11357
911358;11358
911359;11359
911360;11360
911361;11361
911362;11362
911363;11363
911364;11364
911365;11365
911366;11366
911367;11367
911368;11368
911369;11369
911370;11370
911371;11371
911372;11372
911373;11373
911374;11374
911375;11375
911376;11376
911377;11377
911378;11378
911379;11379
911380;11380
911381;11381
911382;11382
911383;11383
911384;11384
911385;11385
911386;11386
911387;11387
911388;11388
911389;11389
911390;11390
911391;11391
911392;11392
911393;11393
911394;11394
911395;11395
911396;11396
911397;11397
911398;11398
911399;11399
911400;11400
911401;11401
911402;11402
911404;11404
911405;11405
911406;11406
911407;11407
911408;11408
911409;11409
911410;11410
911411;11411
911412;11412
911413;11413
911414;11414
911415;11415
911416;11416
911417;11417
911418;11418
911419;11419
911420;11420
911421;11421
911422;11422
911423;11423
911424;11424
911425;11425
911426;11426
911427;11427
911428;11428
911429;11429
911430;11430
911431;11431
911432;11432
911433;11433
911434;11434
911435;11435
911436;11436
911437;11437
911438;11438
911439;11439
911440;11440
911441;11441
913001;13001
913002;13002
913003;13003
913004;13004
913005;13005
913006;13006
913007;13007
913008;13008
913009;13009
913010;13010
913011;13011
913012;13012
913013;13013
913014;13014
913015;13015
913016;13016
913017;13017
913018;13018
913019;13019
913020;13020
913021;13021
913022;13022
913023;13023
913024;13024
913025;13025
913026;13026
913027;13027
913028;13028
913029;13029
913030;13030
913031;13031
913032;13032
